,Q7_Part_1,Q7_Part_2,Q7_Part_3,Q7_Part_4,Q7_Part_5,Q7_Part_6,Q7_Part_7,Q7_Part_8,Q7_Part_9,Q7_Part_10,Q7_Part_11,Q7_Part_12,Q7_OTHER
5472,,R,,,,,,,,,,,
5473,,,,,,,,,,,,,
5474,Python,,,,,,,,,,,,
5475,,R,,,C++,,,,,,MATLAB,,
5476,,,,,,,,,,,,,Other
5477,Python,,,,,,,,,,,,
5478,Python,,,,,,,,,,,,
5479,,R,,,,,,,,,,,
5480,Python,,,,,,,,,,,,
5481,Python,,,,,,,,,,,,
5482,,,,,,,,,,,,,
5483,Python,,,C,,,,,,,,,
5484,Python,,,,C++,,Javascript,,,,,,
5485,Python,,,,,,,,,,,,Other
5486,Python,,SQL,,,,,,,,,,
5487,Python,,,,,,,,,,,,
5488,Python,,,,,,,,,,,,
5489,,,SQL,,,,,,,,,,Other
5490,Python,,,,C++,,,,,,,,
5491,Python,,SQL,,,,Javascript,,,Bash,,,
5492,Python,,SQL,,,,,,,,,,
5493,Python,,,,,,,,,,,,Other
5494,,,SQL,,C++,,,,,,,,Other
5495,Python,R,,,,,,,,,,,
5496,,,SQL,,C++,,,,,,,,
5497,Python,,,,,,,,,,,,
5498,Python,,,C,C++,Java,,,,,,,
5499,Python,,SQL,,,Java,,,,,,,Other
5500,Python,,,,C++,,,,,,,,
5501,Python,R,SQL,,,,,,,,,,
5502,Python,,SQL,C,C++,,,,,,,,
5503,Python,R,SQL,,,,,,,,,,
5504,Python,,,,,Java,,,,,,,
5505,,,,,,,,,,,,,
5506,,,SQL,,,,,,,,,,Other
5507,Python,,,,C++,Java,,,,,,,
5508,,,,,,Java,Javascript,,,,,,
5509,Python,R,SQL,,,,,,,,MATLAB,,Other
5510,Python,,SQL,C,,Java,,,,,,,
5511,Python,,,C,C++,Java,,,,,,,
5512,Python,,SQL,,,,,,,,,,
5513,Python,,,C,C++,Java,,,,,,,
5514,Python,,SQL,,,Java,Javascript,,,,,,
5515,Python,,,,,,,,,,,,
5516,,R,,,C++,,,,,,,,
5517,Python,,,,,,,,,,MATLAB,,
5518,Python,R,,,,,,,,,,,
5519,,,,,,,,,,,,,
5520,Python,,,C,,,,,,,MATLAB,,
5521,Python,,SQL,,C++,Java,Javascript,,,,,,Other
5522,Python,,,,,Java,,,,,,,
5523,Python,,,C,,,,,,,,,
5524,Python,,,C,,,,,,,,,
5525,,,,,,,,,,,,,
5526,Python,,,C,C++,Java,Javascript,,,,MATLAB,,Other
5527,Python,R,,,,,,,,,,,
5528,Python,,,,,,,,,,,,
5529,Python,,,,,,,,,,MATLAB,,
5530,Python,R,,,,,,,,,,,
5531,,R,,,,,,,,,,,
5532,Python,,,,,,,,,,MATLAB,,
5533,Python,,SQL,,,,,,,,,,
5534,Python,R,,,,,,,,,,,
5535,Python,,,,,,,,,,,,
5536,Python,R,SQL,,,,,,,,,,
5537,Python,,,C,,,,,,,,,
5538,Python,,,C,,,Javascript,,,,,,
5539,,,,,,,,,,,,,
5540,Python,R,SQL,C,,Java,,Julia,,Bash,,,
5541,Python,,SQL,C,,,,,,,MATLAB,,
5542,,,,,,,,,,,,,
5543,Python,,,,,,,,,,,,
5544,Python,R,SQL,C,C++,Java,,,,,,,
5545,Python,,,,,,,,,,,,
5546,Python,,,,C++,,,,,,,,
5547,Python,,SQL,C,C++,,Javascript,,,,,,
5548,,,,,,,,,,,,,
5549,,,SQL,,,,Javascript,,,,,,Other
5550,,R,SQL,,,,,,,,,,
5551,,R,SQL,,,,,,,,,,
5552,Python,,SQL,C,C++,,Javascript,,,,,,
5553,Python,,,,,,,,,,MATLAB,,Other
5554,Python,,,C,C++,,,,,,MATLAB,,
5555,Python,,SQL,C,C++,,,,,,MATLAB,,Other
5556,Python,,,,,,,,,,,,
5557,,R,,,,,,,,,,,
5558,Python,,,,C++,,,,,Bash,MATLAB,,
5559,Python,,,C,C++,,Javascript,,,Bash,,,
5560,Python,,SQL,C,C++,,,,,,,,Other
5561,,,SQL,,,Java,,,,,,,
5562,Python,,SQL,,,,,,,Bash,MATLAB,,
5563,Python,,SQL,,,,,,,,,,Other
5564,Python,,SQL,,,,Javascript,,,,,,Other
5565,Python,R,SQL,,,,,,,,,,Other
5566,Python,,,,C++,Java,Javascript,,,,,,
5567,Python,,SQL,,C++,Java,,,,,,,
5568,Python,,,,,Java,,,,,,,Other
5569,Python,R,SQL,,,,,,,,,,
5570,Python,,,,,,,,,,,,
5571,Python,,SQL,,,,,,,Bash,,,
5572,,,,,,,,,,,,,
5573,Python,,,,,,,,,,,,Other
5574,Python,R,SQL,,,,Javascript,,,,,,
5575,Python,R,SQL,,,,,,,,,,
5576,Python,,,C,,,,,,,,,
5577,Python,,,,,,,,,,,,
5578,Python,,,,,,,,,,,,
5579,Python,,,,,Java,,,,,,,
5580,Python,,,,,,,,,,MATLAB,,
5581,Python,,SQL,C,C++,,Javascript,,,,MATLAB,,
5582,Python,,SQL,C,C++,Java,,,,,,,
5583,Python,,,,C++,,,,,,,,
5584,,,,,,,,,,,,,
5585,Python,R,,,,,,,,,MATLAB,,
5586,Python,R,SQL,,,,,,,,,,
5587,Python,,,,C++,,,,,,,,Other
5588,,,,,,,,,,,,,
5589,Python,,,,,,,,,,,,
5590,Python,,SQL,,,,,,,,MATLAB,,
5591,,,,,,,,,,,,,
5592,Python,R,,,,,,,,,,,
5593,Python,,,,,,,,,,,,
5594,Python,R,SQL,,,,,,,,,,
5595,Python,,,,,,,,,,,,Other
5596,Python,R,,C,C++,Java,,,,,,,
5597,Python,,SQL,,,Java,,,,Bash,,,
5598,Python,,SQL,,C++,Java,Javascript,,,,,,
5599,Python,,SQL,,,,,,,,,,
5600,Python,,SQL,C,C++,Java,,,,,,,
5601,Python,,,,,,,,,,,,
5602,Python,R,SQL,,,,,,,,,,Other
5603,Python,,,,,,,,,Bash,,,
5604,Python,,,,,Java,,,,,,,
5605,Python,,,,C++,Java,,,,,,,
5606,Python,,SQL,,,Java,Javascript,,,,,,
5607,Python,R,,,C++,,,,,,MATLAB,,
5608,Python,,SQL,C,C++,Java,,,,,,,
5609,Python,,,C,,Java,Javascript,,,,,,
5610,Python,,,,,,,,,Bash,,,
5611,Python,R,,,,,,,,,,,
5612,Python,,,,,,,,,,,,
5613,Python,,,C,C++,,,,,,,,
5614,Python,,SQL,,,,Javascript,,,Bash,,,
5615,,,,,,,,,,,,,
5616,,,,,,,,,,,,None,
5617,Python,R,SQL,,,,,,,,,,
5618,Python,,SQL,,C++,,,,,,,,
5619,Python,,,,,,,,,,,,
5620,,,,C,C++,,,,,,,,
5621,Python,,SQL,,,,,,,Bash,,,Other
5622,Python,R,,C,C++,,,,,,,,
5623,Python,,,,,,,,,,,,
5624,Python,,SQL,,,,,,,,,,
5625,Python,,,C,C++,,,,,,,,
5626,,,,,,,,,,,,,
5627,Python,,,C,,,,,,,,,
5628,Python,,,C,,,,,,,,,
5629,Python,R,SQL,,,,,,,,,,
5630,,R,,,C++,,,,,,,,Other
5631,Python,,SQL,,,,,,,,MATLAB,,
5632,,,,C,,,,,,,MATLAB,,
5633,Python,,,,C++,,,,,,MATLAB,,
5634,,,SQL,,,,,,,,,,Other
5635,Python,R,SQL,,,,,,,,,,
5636,Python,,,,,,,,,,,,
5637,Python,R,,,,,Javascript,,,,,,
5638,Python,R,,,,,,,,,,,
5639,Python,,SQL,,,,Javascript,,,,,,
5640,,,,C,,,,,,,,,
5641,Python,R,,,,,,,,,,,
5642,Python,,,,,,Javascript,,,,,,
5643,,,,,,,,,,,,,
5644,Python,,SQL,,,,,,,Bash,,,
5645,Python,R,,,,,,,,,,,
5646,Python,,,,,,,,,,,,
5647,Python,,SQL,C,C++,,,,,,,,
5648,Python,,,C,,,,,,,,,
5649,Python,,,,,,,,,,,,
5650,Python,,SQL,,,Java,,,,,,,
5651,Python,,,,,,,,,,,,
5652,Python,R,,,,,,,,,,,
5653,Python,,,,,,,,,,,,
5654,Python,,,,,,Javascript,,,,,,
5655,Python,R,,,,Java,Javascript,,,Bash,,,
5656,Python,,SQL,,,Java,Javascript,,,,,,
5657,Python,,SQL,,,,,,,,,,Other
5658,Python,R,,,,,,,,,,,
5659,Python,,,,,Java,,,,Bash,,,Other
5660,Python,,SQL,,,,Javascript,,,,,,Other
5661,,,SQL,C,,Java,,,,,,,Other
5662,Python,,,,,,,,,,,,
5663,Python,,,,C++,,,,,,MATLAB,,
5664,Python,,SQL,,,,,,,,,,
5665,Python,R,SQL,,C++,Java,Javascript,,,Bash,,,Other
5666,Python,,,,,,,,,,,,
5667,Python,R,,,,,,,,,,,
5668,Python,,SQL,,,,Javascript,,,,,,
5669,Python,,,,,Java,,,,,,,
5670,Python,,SQL,,C++,Java,,,,,,,
5671,Python,,,,,,,,,,,,
5672,Python,R,,,,,,,,,,,
5673,Python,,SQL,,,,,,,,,,
5674,Python,,SQL,,,,Javascript,,,Bash,,,
5675,,,,,,,,,,,,,
5676,Python,,,C,C++,Java,Javascript,,,,,,
5677,Python,R,,C,,,,,,,,,
5678,Python,,,,,,,,,,,,
5679,Python,,,,,,,,,,,,
5680,Python,,SQL,,,,,,,,,,
5681,Python,,SQL,,,,,,,,,,
5682,Python,,,,,,,,,,MATLAB,,
5683,,,,,,,,,,,,,
5684,Python,,,,C++,,,,,,,,
5685,Python,R,SQL,,,,,,,,,,
5686,Python,,SQL,,,,,,,,,,
5687,Python,,SQL,,,,,,,,,,
5688,,,,,,,,,,,,,
5689,Python,,SQL,,,,,,,Bash,,,
5690,,,,,,,,,,,,,
5691,Python,R,,,,,,,,,,,Other
5692,Python,R,,,,,,,,,,,
5693,Python,,,C,C++,,Javascript,,,,,,
5694,,R,,C,C++,,,,,,MATLAB,,
5695,Python,,,,C++,,,,,,,,
5696,Python,,,,,,,,,,,,
5697,,,,,,,,,,,,,Other
5698,Python,,,,,,,,,,,,
5699,Python,,SQL,,,Java,Javascript,,,Bash,,,
5700,Python,,,,,,,,,,,,
5701,Python,,,,,,,,,,,,
5702,Python,,SQL,C,,,,,,,,,
5703,Python,,SQL,C,C++,Java,,,,,,,Other
5704,,,,,,,,,,,,,
5705,Python,R,SQL,,,,,,,,MATLAB,,
5706,Python,,,,,,,,,,MATLAB,,
5707,,,,,,,,,,,,,
5708,,,,,,,,,,,,,
5709,Python,,,,,,,,,,MATLAB,,
5710,Python,R,SQL,C,C++,,,,,Bash,,,
5711,Python,,,,,,Javascript,,,,,,
5712,Python,,,,,,,,,,,,
5713,,,SQL,,,,,,,,,,
5714,Python,R,,,,,,,,,,,
5715,Python,,,C,,,,,,,MATLAB,,
5716,Python,R,SQL,,,,,,,,MATLAB,,
5717,Python,R,SQL,,,,,,,,,,
5718,,,,,,,,,,,,,
5719,Python,,,,,,,,,,,,
5720,Python,,SQL,,,,,,,,,,
5721,Python,,SQL,,,,,,,,,,
5722,,,,,,,,,,,,,
5723,,,,,,,,,,,,,
5724,,,,,,,,,,,,None,
5725,Python,,,C,C++,,,,,Bash,MATLAB,,
5726,Python,,SQL,C,,,,Julia,,Bash,MATLAB,,
5727,Python,,SQL,,,,,,,,,,
5728,Python,,SQL,,,,,,,,,,
5729,Python,R,,,,,,,,,,,
5730,Python,,,C,,,,,,,,,
5731,Python,,SQL,,,Java,Javascript,,,Bash,,,
5732,Python,,,,,,,,,,,,
5733,Python,R,SQL,,,,,,,,,,
5734,Python,R,SQL,,,Java,,,,,,,
5735,,,SQL,,,,Javascript,,,,,,
5736,Python,,SQL,,C++,Java,,,,,,,
5737,Python,R,SQL,,,Java,,,,,,,
5738,Python,,SQL,,,Java,Javascript,,,,,,
5739,,,SQL,,,,,,,,MATLAB,,
5740,Python,R,,,C++,,,,,,,,
5741,,R,SQL,C,,,,,,,,,
5742,Python,,,,,,Javascript,,,,,,Other
5743,Python,,SQL,,C++,Java,,,,,,,
5744,,,,,,,,,,,,,
5745,,R,,,,,,,,Bash,,,
5746,,R,,,,,,,,,,,
5747,Python,R,,C,,,,Julia,,,,,
5748,Python,,,,,,,,,,,,
5749,,,,,C++,,,,,,,,
5750,Python,,SQL,,,Java,,,,,,,Other
5751,Python,,,,,,,,,,,,
5752,Python,,,,,Java,,,,,,,Other
5753,Python,R,SQL,,,,,,,,,,
5754,,R,SQL,,,,,,,,,,
5755,Python,,,,C++,,Javascript,,,,,,
5756,Python,,SQL,,,,,,,,,,
5757,,,,,,,,,,,,,
5758,,R,SQL,,,,,,,,,,
5759,Python,R,,,,,,,,,,,
5760,Python,R,SQL,,,,,,,Bash,,,
5761,Python,R,SQL,,,,,,,,,,
5762,,R,,,,,,,,,,,
5763,Python,,,C,,Java,Javascript,,,,,,
5764,Python,R,SQL,,,,,,,,,,
5765,Python,,,,,,,,,,,,
5766,,,,,,,,,,,MATLAB,,
5767,Python,R,SQL,,,Java,,,,,,,
5768,Python,,,,,,,,,,MATLAB,,
5769,Python,,,C,,,,,,,,,
5770,Python,,,,C++,,,,,,MATLAB,,
5771,,,,,,,,,,,,,
5772,,R,SQL,,,,,,,,,,
5773,Python,,,,,,,,,,,,
5774,Python,,,,,,,,,,,,
5775,Python,R,SQL,,,,Javascript,,,,,,
5776,,,,,,,,,,,,,
5777,,,,,,,,,,,,,
5778,Python,,,,,,,,,,,,
5779,Python,R,SQL,,,,,,,,,,
5780,,,,,,,,,,,,,
5781,Python,,,,,,,,,,,,
5782,,,,,,,,,,,,,
5783,Python,,SQL,,,Java,Javascript,,,,,,
5784,Python,,,,,,,,,,,,
5785,Python,,SQL,C,,Java,Javascript,,,,,,
5786,Python,,,,,,Javascript,,,,,,
5787,Python,,,C,,,,,,,,,
5788,,,,,,,,,,,,,
5789,Python,,SQL,,,,,,,,,,
5790,Python,,,,C++,,Javascript,,,Bash,,,Other
5791,Python,,SQL,C,C++,Java,Javascript,,,,,,
5792,Python,,,,,,,,,,,,
5793,Python,,,C,C++,,,,,,MATLAB,,
5794,,,,,,,,,,,,,
5795,,,,,,,,,,,,,
5796,,,,,,,,,,,,,
5797,Python,,,,,,,,,,,,
5798,,,,,,,,,,,,,
5799,,,,,,,,,,,,,
5800,Python,,,,,,Javascript,,,,,,
5801,,,,C,,,,,,,,,
5802,Python,,,,,Java,,,,,,,
5803,Python,,SQL,,,,,,,,,,
5804,Python,,,,,,,,,,,,
5805,Python,,,,,,,,,,,,
5806,Python,,,C,,Java,,,,,MATLAB,,
5807,Python,,,,,,,,,,,,
5808,Python,,,C,C++,Java,Javascript,,,,,,
5809,Python,R,,,,,,,,,,,
5810,Python,,,,,,,,,,,,
5811,Python,,SQL,,,Java,,,,Bash,,,
5812,Python,,,,,,,,,,,,
5813,Python,R,SQL,,,,,,,,MATLAB,,Other
5814,,,,,,,,,,,,,
5815,Python,,,,,,,,,,,,
5816,Python,,,,,,,,,,,,
5817,,,SQL,,,Java,,,,,,,Other
5818,Python,,SQL,,,,,,,Bash,,,
5819,Python,,,,,,,,,,,,
5820,Python,,SQL,,,Java,,,,,,,
5821,Python,,,C,,,,,,,,,
5822,Python,,,,C++,,,,,,,,
5823,Python,R,SQL,,,,,,,,,,
5824,Python,R,,,,,,,,,,,
5825,Python,,SQL,,,,Javascript,,,,,,
5826,Python,,,,,,,,,,,,
5827,Python,,SQL,,,,,,,,,,Other
5828,Python,,,,,,,,,,,,
5829,Python,,,,,,Javascript,,,,,,
5830,Python,,SQL,,,,,,,,,,
5831,Python,,,,,,,,,,,,
5832,Python,,,,,,,,,,,,
5833,Python,,SQL,C,C++,,Javascript,,,,,,
5834,,,,,,,,,,,,,
5835,,R,,,,,,,,,,,
5836,Python,R,,,C++,Java,,,,Bash,,,
5837,Python,,,C,C++,,,,,,,,
5838,Python,,,,C++,,,,,,,,
5839,,,,,,,,,,,,,
5840,Python,,SQL,,,,,,,,,,
5841,Python,,SQL,C,C++,,,,,,,,
5842,Python,,,,,,,,,Bash,,,
5843,,R,,,,,,,,,,,
5844,,,,,,,,,,,,,Other
5845,Python,,SQL,,,,,,,,,,
5846,Python,,,,,,,,,,,,
5847,Python,,,C,C++,,,,,,,,
5848,Python,,,,,,,,,,,,
5849,,,,,C++,,Javascript,,,,,,
5850,Python,R,SQL,,,,,,,,,,
5851,,,,,,,,,,,,None,
5852,Python,R,SQL,,C++,,,,,,MATLAB,,
5853,,,SQL,,,Java,Javascript,,,,,,
5854,,R,,,,,,,,,,,
5855,Python,,,,C++,,,,,,,,
5856,Python,,SQL,,,Java,,,,,,,Other
5857,Python,,,,,,,,,,,,
5858,Python,,,,,,,,,,,,
5859,Python,,SQL,,,,,,,,,,
5860,Python,,,,,,,,,,,,
5861,Python,,,,,,,,,,,,
5862,Python,,,,C++,Java,,,,,,,
5863,Python,,SQL,,,Java,,,,,,,Other
5864,Python,,,,,,,,,,,,
5865,,,,,,,,,,,,,Other
5866,Python,,,,,Java,,,,,,,
5867,Python,R,SQL,,,Java,,,,,,,Other
5868,Python,,,C,,,,,,Bash,,,
5869,Python,,,,,,Javascript,,,,,,
5870,Python,,,,,,,,,,,,
5871,Python,R,SQL,C,C++,,Javascript,,,,MATLAB,,
5872,Python,,,,C++,Java,,,,,,,
5873,Python,,SQL,,,Java,Javascript,,,,,,
5874,Python,R,SQL,C,C++,Java,Javascript,,Swift,Bash,MATLAB,,
5875,Python,,SQL,,,,,,,Bash,,,
5876,Python,,,,,,,,,Bash,,,
5877,Python,,,,C++,Java,,,,,,,Other
5878,Python,R,,,,,,,,,,,
5879,,,,C,,,,,,,MATLAB,,
5880,,,,,,,,,,,,,Other
5881,Python,,SQL,,,Java,Javascript,,,Bash,,,Other
5882,Python,R,,,,,,,,,,,
5883,Python,,,,,,Javascript,,,,,,
5884,Python,,,,,,,,,,,,
5885,Python,,,,,,,,,,,,
5886,Python,,,,,,,,,,,,Other
5887,Python,,,,C++,Java,,,,,MATLAB,,
5888,Python,,,,,,Javascript,,,Bash,,,Other
5889,Python,,,,,,,,,,MATLAB,,
5890,,,,,,,,,,,,,
5891,Python,,,,,,,,,,,,
5892,,,,,,,,,,,,,
5893,,,,,C++,,,,,,,,
5894,,,,,,,,,,,,,
5895,Python,R,SQL,,,,,,,,,,
5896,Python,,,C,C++,Java,Javascript,,,Bash,,,Other
5897,Python,,,,,,,,,,MATLAB,,
5898,Python,,,,,Java,,,,,,,
5899,,,SQL,C,C++,,,,,Bash,,,Other
5900,Python,R,,,C++,,,,,,,,
5901,Python,,,,,,,,,,,,
5902,,,SQL,C,,Java,Javascript,,,,,,
5903,Python,,,,C++,,,,,,,,
5904,Python,R,,,,Java,,,,,,,
5905,Python,,,C,,Java,,,,,,,
5906,Python,,SQL,,,Java,Javascript,,,Bash,,,
5907,Python,R,SQL,,,,,,,,,,
5908,,,,,,,,,,,,,
5909,,,,,,,,,,,,,
5910,,,,,,,,,,,,,
5911,,R,,,,,,,,,,,
5912,,,,,,,,,,,,,
5913,Python,,,,,,Javascript,Julia,,,,,
5914,Python,R,,,,,,,,,,,
5915,Python,,,,,,,,,,,,
5916,Python,,,C,C++,,,,,,,,
5917,Python,,SQL,C,C++,Java,,,,Bash,,,
5918,,R,SQL,,,,Javascript,,,,,,Other
5919,Python,,,,,,,,,,,,
5920,Python,R,,,,,,,,,,,
5921,Python,,,,,,,,,,,,
5922,Python,R,SQL,,,,,,,,MATLAB,,
5923,Python,,,C,C++,,,,,,MATLAB,,
5924,Python,,,,C++,,Javascript,,,Bash,,,
5925,Python,,,,C++,Java,,,,,,,
5926,,,,,,,,,,,,,
5927,Python,,SQL,,,,,,,,,,
5928,,,,,,,,,,,,,
5929,Python,,SQL,,,,,,,,,,
5930,,,SQL,C,C++,,,,,,,,Other
5931,,,,,,,,,,,,,
5932,Python,,,,,,,,,,,,
5933,Python,,,C,C++,,,,,,,,
5934,Python,,,,,,,,,,,,
5935,Python,R,SQL,,,,Javascript,,,,,,Other
5936,,,,,,Java,Javascript,,Swift,,,,
5937,Python,,,,,,Javascript,Julia,,Bash,,,
5938,,R,SQL,,,,,,,,,,
5939,,,,,,,,,,,,,
5940,Python,R,SQL,,,,,,,,,,
5941,Python,,,,,Java,,,,,,,
5942,Python,,,,,,,,,,,,
5943,Python,,SQL,,,Java,Javascript,,,,,,
5944,Python,,,,,,,,,,,,
5945,Python,R,,,C++,,,,,,MATLAB,,
5946,Python,,SQL,,,,,,,,,,
5947,,,SQL,,C++,,,,,,,,
5948,Python,,,,,Java,,,,,,,
5949,Python,,SQL,,C++,Java,Javascript,,,,,,Other
5950,Python,,,C,C++,,,,,Bash,,,
5951,Python,,SQL,,,,Javascript,,,,,,Other
5952,,,,C,C++,,,,,Bash,,,
5953,Python,,,,,,,,,,,,
5954,Python,,SQL,,,,Javascript,,,,,,
5955,Python,R,,C,,,,,,,,,
5956,Python,,,,,Java,,,,,,,
5957,Python,,,,,,,,,,,,
5958,Python,,,,,,,,,,,,
5959,,,,,,,,,,,MATLAB,,
5960,Python,R,,C,,,,,,,MATLAB,,Other
5961,,R,,,,,,,,,,,
5962,,,,,,,,,,,,,
5963,,,,,,,,,,,,None,
5964,Python,R,SQL,,,,,,,,,,
5965,Python,,SQL,C,,,,,,,MATLAB,,
5966,Python,,,C,,Java,,,,,MATLAB,,
5967,,,,,,,,,,,,,
5968,Python,,,,,,,,,,,,
5969,,,SQL,,,,,,,,,,
5970,Python,,SQL,,C++,,,,,,,,
5971,Python,,,,,Java,Javascript,,,,,,
5972,Python,,,C,C++,Java,,,,,MATLAB,,
5973,Python,,,,,Java,,,,,,,
5974,Python,R,SQL,,,,,,,,,,
5975,Python,,SQL,C,C++,,Javascript,,,Bash,,,
5976,Python,,,,C++,,,,,Bash,,,
5977,,,,,,,,,,,,,
5978,Python,,SQL,C,C++,Java,Javascript,,,Bash,,,Other
5979,Python,,SQL,,,,,,,,,,
5980,,,,,,,,,,,,,
5981,Python,,SQL,,,,,,,,,,
5982,Python,,,C,,Java,,,,,,,
5983,,,,,C++,,,,,,,,
5984,Python,,SQL,C,C++,,Javascript,,,,MATLAB,,
5985,Python,,,C,,,,,,,,,
5986,Python,R,,C,,,,,,,MATLAB,,
5987,,,,,,,,,,,,,
5988,Python,,SQL,,C++,,Javascript,,,,MATLAB,,
5989,Python,,,,,Java,,,,,,,
5990,Python,,SQL,,,,Javascript,,,,MATLAB,,
5991,,,,C,C++,Java,Javascript,,,,,,
5992,Python,,SQL,,,,,,,Bash,,,
5993,,,,C,C++,Java,,,,,MATLAB,,
5994,Python,R,SQL,,,,,,,,,,
5995,,R,,,,,,,,,,,
5996,Python,R,,,,,,,,,MATLAB,,
5997,Python,,SQL,,,,,,,,,,
5998,Python,,,,C++,Java,,,,,,,
5999,Python,,,,,Java,,,,,,,
6000,Python,R,,,,,,,,,,,
6001,Python,R,,C,C++,Java,,,,Bash,MATLAB,,
6002,Python,,,,,,,,,,,,
6003,Python,,SQL,,,,Javascript,,,Bash,,,Other
6004,Python,,SQL,C,C++,Java,,,,,,,
6005,Python,,SQL,,,,,,,,,,
6006,Python,,,,,,Javascript,,,,,,
6007,Python,,,,,,,,Swift,,MATLAB,,
6008,Python,,SQL,C,C++,,,,,,MATLAB,,
6009,Python,,,,,,,,,,,,
6010,,,,C,C++,,,,,,,,
6011,Python,,,C,,,,,,,,,
6012,Python,,,C,,,,,,,,,
6013,Python,R,SQL,,,,,,,,,,
6014,Python,R,SQL,,C++,Java,Javascript,,,,,,
6015,,,,,,,,,,,,,
6016,,,,,,,,,,,,None,
6017,Python,,,C,C++,,,,,Bash,,,
6018,Python,,,,C++,,,,,,,,
6019,Python,R,,,,,,,,,,,
6020,Python,,,,,,,,,,,,
6021,Python,,SQL,,C++,Java,Javascript,,Swift,Bash,MATLAB,,
6022,Python,,,,,,,,,,,,
6023,Python,,SQL,,,,,,,,,,
6024,,,,,,,,,,,,,
6025,,,,,,,,,,,,,Other
6026,Python,,SQL,,C++,,,,,,MATLAB,,
6027,,,,,,,Javascript,,,,,,
6028,Python,R,,,,,,,,,,,
6029,Python,,,,,Java,,,,,,,
6030,Python,,,,,,,,,,MATLAB,,
6031,,,,,,,,,,,,,
6032,Python,R,,,,,,,,,,,
6033,Python,,,,C++,,,,,,,,
6034,Python,R,,,C++,,,,Swift,,,,
6035,Python,R,SQL,,,,,,,,,,
6036,Python,,SQL,,,,,,,,,,
6037,,,,C,C++,Java,,,,,,,
6038,Python,,SQL,,,,Javascript,,,Bash,,,Other
6039,,,,,,,Javascript,,,,,,
6040,Python,,,,,Java,,,,,,,
6041,Python,,,C,C++,,,,,,,,
6042,Python,,,C,C++,,,,,,,,
6043,,,SQL,,,,,,,,,,
6044,Python,,,,,,,,,,,,
6045,Python,R,SQL,C,C++,,,,,,,,
6046,Python,,,,,,,,,,,,
6047,,,SQL,,,,,,,,,,Other
6048,Python,,,,C++,,,,,,MATLAB,,
6049,Python,,,,,,,,,Bash,,,
6050,Python,,,,C++,Java,,,,,,,
6051,Python,,,,,Java,Javascript,,,,,,
6052,Python,R,SQL,C,C++,,Javascript,,,,,,
6053,Python,R,SQL,,,,,,,Bash,,,
6054,Python,,,,,Java,Javascript,,,Bash,,,
6055,Python,,,,,,,,,,,,
6056,Python,,,,C++,,,,,Bash,,,
6057,,,,,,,,,,,,,
6058,Python,R,,C,C++,,,Julia,,Bash,MATLAB,,
6059,Python,,SQL,,,Java,Javascript,,,,,,
6060,,,,,,,,,,,,,
6061,Python,,,,,,,,,,,,
6062,Python,,SQL,,,,,,,,,,
6063,,,,C,,,,,,,,,Other
6064,Python,,,,,,,,,,,,
6065,Python,,,,,,Javascript,,,,,,
6066,Python,,,C,,,,,,,,,
6067,Python,,,,C++,,,,,,,,
6068,Python,,SQL,C,C++,Java,,,,,,,
6069,Python,R,,,,,,,,,,,
6070,Python,,,C,,,,,,,,,
6071,Python,R,SQL,,,,,,,,,,
6072,Python,,SQL,,,,,,,,,,
6073,,,,,,,,,,,MATLAB,,
6074,Python,,SQL,,,Java,,,,,,,
6075,Python,,,,,Java,Javascript,,,,,,
6076,Python,,SQL,,,,,,,,MATLAB,,
6077,,,SQL,,,Java,Javascript,,,,MATLAB,,
6078,,,,,,,,,,,,,
6079,,,,,,,,,,,,,
6080,,,,,,,,,,,,,
6081,,,,,,,,,,,,,
6082,Python,,,C,C++,Java,Javascript,,,,,,
6083,Python,,SQL,,,,,,,,,,
6084,,,,,,,,,,,,,Other
6085,Python,,,,,,,,,,,,
6086,,,SQL,,,Java,,,,,MATLAB,,
6087,Python,,,C,C++,Java,,,,,,,
6088,Python,R,SQL,,,,,,,,,,
6089,Python,,SQL,C,C++,,,,,,,,
6090,Python,R,,,,,,,,,MATLAB,,Other
6091,,,,,,,,,,,,None,
6092,Python,,,,,,,,,,,,
6093,Python,,SQL,,,,,,,,,,
6094,Python,,SQL,,,,,,,,,,
6095,Python,R,,,,,,,,,,,
6096,Python,,,,C++,,,,,Bash,,,
6097,Python,,,,,,,,,Bash,MATLAB,,
6098,Python,,,,,,Javascript,,,,,,
6099,Python,,SQL,,,,,,,,,,
6100,Python,,,,C++,,,,,,MATLAB,,
6101,Python,,SQL,,,Java,,,,,MATLAB,,
6102,,,SQL,,,,Javascript,,,,,,
6103,Python,,,,,,,,,,MATLAB,,
6104,Python,R,SQL,,C++,,,Julia,,Bash,MATLAB,,
6105,Python,,SQL,,C++,Java,,,,,MATLAB,,
6106,Python,R,SQL,,,,,,,Bash,,,
6107,Python,,,,,,,,,,,,
6108,Python,,SQL,,,,Javascript,,,,,,
6109,Python,,,C,C++,,,,,,,,
6110,Python,,SQL,C,,,,,,Bash,,,Other
6111,Python,,SQL,,,,,,,,MATLAB,,
6112,Python,,SQL,,C++,,,,,,,,
6113,Python,,SQL,,,,,,,,,,
6114,Python,,,,C++,,,,,,MATLAB,,
6115,Python,,,,,,Javascript,,,,,,
